Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,latitude,longitude
Les Mielles Site 11,WV560530,383336,-74751,805.0,Channel Isles,6.0,11,2004,2020,UKBMS,49.22766,-2.2301823
La Commune site 12,WV660510,393309,-76883,686.0,Channel Isles,6.0,11,2004,2020,UKBMS,49.208675,-2.0931748
West Park Site 13,WV640490,391283,-78856,988.0,Channel Isles,7.0,12,2004,2020,UKBMS,49.190902,-2.1209463
Swiss Valley - Site 14,WV670480,394269,-79896,1231.0,Channel Isles,9.0,3,2004,2006,UKBMS,49.181583,-2.0799511
Green Street Cemetery - Site 15,WV650480,392269,-79869,494.0,Channel Isles,6.0,10,2004,2019,UKBMS,49.181803,-2.1073946
Howard Davis Park,WV658481,393071,-79780,,Channel Isles,10.0,7,2008,2019,UKBMS,49.182614,-2.0963915
St Ouen's Pond - Site 17,WV662522,393525,-75686,1098.0,Channel Isles,7.0,10,2005,2020,UKBMS,49.219444,-2.090229
L'Oeillere Headland,WV560485,383277,-79251,1096.0,Channel Isles,12.0,8,2007,2020,UKBMS,49.187181,-2.2308039
Grainville School,WV663501,393597,-77787,,Channel Isles,6.0,3,2007,2010,UKBMS,49.200547,-2.0892061
Victoria Tower,WV714506,398703,-77354,442.0,Channel Isles,6.0,8,2008,2020,UKBMS,49.204474,-2.019119
South Hill Park,WV651477,392365,-80171,529.0,Channel Isles,5.0,7,2010,2020,UKBMS,49.179088,-2.1060715
St John's Monument,WV627560,390075,-71840,979.0,Channel Isles,8.0,5,2010,2020,UKBMS,49.253992,-2.1377005
Rue Grant,WV6893147497,396143,-80474,,Channel Isles,,6,2015,2020,UKBMS,49.176399,-2.0542313
Noirmont,WV6057146808,387774,-81052,,Channel Isles,,4,2015,2019,UKBMS,49.171088,-2.1690364
Upper Dunes,WV5741950276,384669,-77543,,Channel Isles,,5,2015,2020,UKBMS,49.202581,-2.2117672
Sorel,WV6124956423,388580,-71447,,Channel Isles,,2,2015,2019,UKBMS,49.257501,-2.1582553
La Ville Machon,WV6801654106,395315,-73853,,Channel Isles,,5,2015,2020,UKBMS,49.235949,-2.0656707
Faldouet,WV7090950229,398157,-77768,,Channel Isles,,4,2015,2020,UKBMS,49.200749,-2.0266123
Grouville Depot,WV6909448724,396322,-79249,,Channel Isles,,6,2015,2020,UKBMS,49.187419,-2.051787
Le Hurel,WV7008647083,397292,-80903,,Channel Isles,,6,2015,2020,UKBMS,49.172546,-2.038464
Plemont,WV562564,383531,-71403,,Channel Isles,,4,2017,2020,UKBMS,49.25778,-2.2276427
Fern Valley Extension,WV6404151267,391303,-76639,440.0,Channel Isles,2.0,1,2020,2020,UKBMS,49.210844,-2.1207204
Durlston Meadows,SZ024773,402400,77300,2031.0,England,8.0,9,2011,2020,UKBMS,50.595422,-1.9674523
Durlston NORTH meadows,SZ025778,402500,77800,1632.0,England,8.0,4,2011,2014,UKBMS,50.599918,-1.9660362
Canford Heath NNR,SZ024964,402400,96400,,England,,1,2013,2013,UKBMS,50.767183,-1.9673342
Bracketts Coppice II (DWT),ST515066,351500,106600,2660.0,England,10.0,7,2014,2020,UKBMS,50.856868,-2.690417
Avon Heath North 2014,SU125032,412500,103200,2000.0,England,6.0,7,2014,2020,UKBMS,50.828204,-1.8238881
Ryewater Nursery,ST665105,366500,110500,2800.0,England,9.0,6,2015,2020,UKBMS,50.893003,-2.4776777
Higher Hyde Heath (DWT) II,SY855903,385500,90300,1720.0,England,9.0,5,2016,2020,UKBMS,50.712149,-2.2067323
Hambledon Hill,ST843126,384300,112600,2044.0,England,7.0,3,2018,2020,UKBMS,50.912649,-2.2246892
Weymouth Relief Road,SY672856,367200,85600,2130.0,England,9.0,3,2018,2020,UKBMS,50.669136,-2.4654957
RSPB Arne Coombe Heath,SY971872,397100,87200,2100.0,England,6.0,2,2018,2019,UKBMS,50.684447,-2.0424126
Hogchester,SY352945,335200,94500,1900.0,England,10.0,1,2019,2019,UKBMS,50.746472,-2.9198268
RSPB Chafeyï¿½s Weymouth,SY669801,366900,80100,750.0,England,2.0,2,2019,2020,UKBMS,50.61966,-2.4692476
Durlston Woodland,SZ033775,403300,77500,500.0,England,2.0,2,2019,2020,UKBMS,50.597216,-1.9547351
Saltlands Community Woodland,ST300382,330000,138200,2440.0,England,5.0,2,2011,2012,UKBMS,51.138772,-3.0019313
Royate Hill,ST618748,361800,174800,400.0,England,5.0,5,2011,2015,UKBMS,51.470867,-2.5513574
Leigh Woods,ST561733,356100,173300,,England,8.0,3,2011,2019,UKBMS,51.456966,-2.6332287
Gilling Down,ST497324,349700,132400,1250.0,England,7.0,6,2011,2016,UKBMS,51.088696,-2.7195651
Collard Hill,ST487341,348700,134100,1278.0,England,7.0,8,2011,2018,UKBMS,51.103892,-2.734084
Black Rock Quarry Portishead,ST457747,345700,174700,550.0,England,4.0,1,2011,2011,UKBMS,51.468648,-2.7831143
Shute Shelve Hill,ST423549,342300,154900,2750.0,England,7.0,10,2011,2020,UKBMS,51.290295,-2.8288341
Avon Gorge 3,ST560730,356000,173000,1412.0,England,4.0,2,2011,2012,UKBMS,51.454261,-2.6346304
Ebbor Gorge 2011,ST528488,352800,148800,,England,9.0,2,2011,2012,UKBMS,51.236418,-2.6774638
East Field,ST437305,343700,130500,1400.0,England,9.0,9,2012,2020,UKBMS,51.071054,-2.8049284
Higher Vexford,ST110369,311000,136900,1280.0,England,7.0,4,2012,2015,UKBMS,51.124443,-3.273124
Ash Priors Common (2013),ST152289,315200,128900,,England,,8,2013,2020,UKBMS,51.053161,-3.2112431
Netherclay,ST197250,319700,125000,,England,,8,2013,2020,UKBMS,51.018746,-3.1461888
New Hill & Tannager,ST498318,349800,131800,,England,,8,2013,2020,UKBMS,51.08331,-2.7180538
Wych Lodge Valley,ST251199,325100,119900,,England,,8,2013,2020,UKBMS,50.973623,-3.0681639
Lordleaze,ST331081,333100,108100,,England,,2,2013,2014,UKBMS,50.868515,-2.9520704
Shapwick Heath East,ST426406,342600,140600,,England,,8,2013,2020,UKBMS,51.161755,-2.8222374
Shapwick Heath Canada Farm,ST417406,341700,140600,,England,,8,2013,2020,UKBMS,51.161664,-2.8351066
Cheddar Wood 2013,ST448556,344800,155600,2300.0,England,15.0,8,2013,2020,UKBMS,51.296837,-2.793095
Ubley Warren 2013,ST505556,350500,155600,,England,,4,2013,2016,UKBMS,51.297363,-2.7113495
Lower Chelmsine,ST192185,319200,118500,1500.0,England,7.0,7,2014,2020,UKBMS,50.960238,-3.1518678
Edford Meadows,ST674489,367400,148900,1727.0,England,11.0,4,2014,2017,UKBMS,51.238342,-2.4683553
West Sedgemoor (North),ST377283,337700,128300,2120.0,England,5.0,6,2014,2019,UKBMS,51.050652,-2.8901744
Steart Marsh North,ST273454,327300,145400,1700.0,England,6.0,7,2014,2020,UKBMS,51.203167,-3.0419756
Plotgate,ST546327,354600,132700,530.0,England,4.0,3,2014,2017,UKBMS,51.091803,-2.6496454
Bennett's Patch and White's Paddock,ST551752,355100,175200,1300.0,England,8.0,6,2015,2020,UKBMS,51.47397,-2.6478623
Nettlecombe,ST053377,305300,137700,2100.0,England,7.0,3,2015,2017,UKBMS,51.13072,-3.3547597
Priddy Mineries,ST546510,354600,151000,3641.0,England,11.0,6,2015,2020,UKBMS,51.256346,-2.6519626
Single Hill & Stony Littleton,ST722563,372200,156300,2229.0,England,7.0,2,2015,2016,UKBMS,51.305134,-2.4001785
Steart Marshes: Stockland Marsh (BT1),ST247440,324700,144000,1260.0,England,6.0,6,2015,2020,UKBMS,51.190243,-3.0788897
Steart Marshes: Wetland Walkway (BT2),ST257438,325700,143800,3000.0,England,6.0,6,2015,2020,UKBMS,51.188576,-3.0645414
Knyfton's Firs,ST500501,350000,150100,330.0,England,3.0,6,2015,2020,UKBMS,51.247868,-2.717749
Church Hill and Wain's Hill,ST395709,339500,170900,2300.0,England,9.0,5,2016,2020,UKBMS,51.433854,-2.8717102
Meads Eco Park,ST292362,329200,136200,3130.0,England,12.0,4,2016,2019,UKBMS,51.120692,-3.0129707
Long Run and Roughmoor,ST213253,321300,125300,3200.0,England,9.0,5,2016,2020,UKBMS,51.021665,-3.123448
Uphill and Walborough,ST315582,331500,158200,2850.0,England,6.0,2,2016,2017,UKBMS,51.318765,-2.9843241
Lusty Hill Farm,ST681341,368100,134100,1120.0,England,9.0,2,2016,2017,UKBMS,51.105304,-2.4570106
Narroways and Ashley Hill Allotments,ST599751,359900,175100,,England,,4,2017,2020,UKBMS,51.473432,-2.5787445
Packhorse Meadow,ST751614,375100,161400,,England,,4,2017,2020,UKBMS,51.351126,-2.3589368
Ubley Warren 2018,ST505555,350500,155500,1826.0,England,9.0,3,2018,2020,UKBMS,51.296464,-2.7113356
Fyne Court 2,ST222320,322200,132000,2050.0,England,13.0,3,2018,2020,UKBMS,51.082023,-3.112061
Cadbury Camp,ST454724,345400,172400,1750.0,England,3.0,3,2018,2020,UKBMS,51.447941,-2.7870769
Cothelstone Hill,ST191326,319100,132600,3100.0,England,4.0,3,2018,2020,UKBMS,51.086988,-3.1564421
Tyntesfield Truckle Wood/Abrahams,ST499716,349900,171600,1200.0,England,3.0,2,2018,2019,UKBMS,51.441165,-2.7222148
Bathwick Fields,ST760644,376000,164400,1480.0,England,6.0,1,2019,2019,UKBMS,51.37814,-2.346217
Smallcombe Vale,ST763639,376300,163900,1650.0,England,10.0,1,2019,2019,UKBMS,51.373657,-2.3418732
Rainbow Wood Fields,ST764633,376400,163300,2500.0,England,9.0,1,2019,2019,UKBMS,51.368266,-2.3403965
Sham Castle Down,ST764652,376400,165200,1500.0,England,9.0,2,2019,2020,UKBMS,51.38535,-2.3405234
Thurlbear Quarrylands 2019,ST272209,327200,120900,2450.0,England,5.0,2,2019,2020,UKBMS,50.982884,-3.0384598
Kingswood Warren,ST747359,374700,135900,3360.0,England,6.0,2,2019,2020,UKBMS,51.12182,-2.3628709
Hinkley 2015,ST210456,321000,145600,,England,,1,2020,2020,UKBMS,51.204127,-3.1321768
Fairview,ST470529,347000,152900,750.0,England,10.0,1,2020,2020,UKBMS,51.272771,-2.7611428
Lytes Cary Manor,ST533266,353300,126600,2000.0,England,10.0,1,2020,2020,UKBMS,51.03685,-2.6674173
Lamplighters Marsh LNR,ST524765,352400,176500,1670.0,England,6.0,1,2020,2020,UKBMS,51.485437,-2.6869097
Chiddingfold Forest East,SU985344,498500,134400,4960.0,England,15.0,6,2015,2020,UKBMS,51.100453,-0.59460764
Chiddingfold Forest West,SU982337,498200,133700,3750.0,England,14.0,6,2015,2020,UKBMS,51.094212,-0.59908101
"Foxley Wood, Purley",TQ315604,531500,160400,1990.0,England,11.0,6,2015,2020,UKBMS,,
"West Hanger, Shere Woodlands",TQ066490,506600,149000,1830.0,England,7.0,6,2015,2020,UKBMS,,
"Runnymede, Egham (2015 route)",TQ005718,500500,171800,2200.0,England,9.0,6,2015,2020,UKBMS,,
"Bay Pond, Godstone",TQ353516,535300,151600,1030.0,England,8.0,4,2015,2018,UKBMS,,
Wimbledon Common SW and Fishponds Wood,TQ219712,521900,171200,3390.0,England,12.0,6,2015,2020,UKBMS,51.426706,-0.2480296
"Shortfield Common, Frensham",SU841422,484100,142200,1000.0,England,6.0,6,2015,2020,UKBMS,,
Wimbledon Common (2015 route),TQ231725,523100,172500,2810.0,England,12.0,6,2015,2020,UKBMS,51.43813,-0.23032668
RHS Wisley - Wild Area and Pinetum,TQ063590,506300,159000,620.0,England,2.0,2,2015,2017,UKBMS,51.320184,-0.47596727
RHS Wisley - Main Garden,TQ062581,506200,158100,1130.0,England,5.0,2,2015,2017,UKBMS,51.312113,-0.47766952
Chiddingfold Forest South,SU981323,498100,132300,1530.0,England,4.0,6,2015,2020,UKBMS,51.081644,-0.6008883
"Rodborough Common, Milford",SU935417,493500,141700,2500.0,England,11.0,5,2015,2020,UKBMS,,
Brentmoor Heath Cuckoo Hill,SU933610,493300,161000,1330.0,England,5.0,6,2015,2020,UKBMS,51.340441,-0.66193737
Tolworth Court Farm,TQ198649,519800,164900,2550.0,England,10.0,6,2015,2020,UKBMS,51.370532,-0.28034514
"Pilgrim's Meadow, Farnham",SU856475,485600,147500,440.0,England,4.0,1,2015,2015,UKBMS,,
Chobham Grazing South,SU974645,497400,164500,1545.0,England,6.0,2,2015,2016,UKBMS,51.371216,-0.6021375
Merrow Downs,TQ026498,502600,149800,3347.0,England,15.0,5,2016,2020,UKBMS,51.238166,-0.53168248
Blindley Heath,TQ367448,536700,144800,2090.0,England,9.0,4,2016,2019,UKBMS,51.186089,-0.045385623
Chipstead Downs and Fames Rough,TQ268573,526800,157300,3771.0,England,12.0,5,2016,2020,UKBMS,51.300711,-0.18253952
Horton Country Park North,TQ194630,519400,163000,3208.0,England,14.0,5,2016,2020,UKBMS,51.353539,-0.28672607
"The Mount, Guildford",SU976487,497600,148700,2978.0,England,7.0,5,2016,2020,UKBMS,,
Barnes Common,TQ222759,522200,175900,3006.0,England,10.0,4,2016,2019,UKBMS,51.468882,-0.2420952
"Nonsuch Park, Cheam",TQ231637,523100,163700,3229.0,England,11.0,5,2016,2020,UKBMS,,
Leith Hill Place,TQ130421,513000,142100,3285.0,England,15.0,5,2016,2020,UKBMS,51.166993,-0.38518957
Reigate Heath,TQ235501,523500,150100,3358.0,England,12.0,4,2016,2019,UKBMS,51.236725,-0.23233561
Spynes Mere,TQ306524,530600,152400,1688.0,England,8.0,5,2016,2020,UKBMS,51.255816,-0.1298515
"Inholms Clay Pit, North Holmwood",TQ173471,517300,147100,1575.0,England,10.0,4,2016,2019,UKBMS,,
Selsdon Wood,TQ362615,536200,161500,2953.0,England,13.0,5,2016,2020,UKBMS,51.336285,-0.046182028
Water Colours/Moors,TQ291514,529100,151400,1225.0,England,4.0,5,2016,2020,UKBMS,51.24717,-0.15169523
Dawney's Hill Common and Brookwood Cemetery,SU947565,494700,156500,3927.0,England,13.0,5,2016,2020,UKBMS,51.299758,-0.64303851
Featherbed Lane GC,TQ377620,537700,162000,1227.0,England,3.0,1,2016,2016,UKBMS,51.340417,-0.024469434
RSPB Farnham Heath - East,SU861438,486100,143800,2280.0,England,7.0,5,2016,2020,UKBMS,51.186952,-0.76941209
"Oxted Downs, Gangers Hill (2017 route)",TQ376541,537600,154100,,England,,4,2017,2020,UKBMS,,
"Hurst Meadows, East Molesey",TQ144689,514400,168900,,England,,3,2017,2019,UKBMS,,
Clandon Wood Natural Burial Ground,TQ048512,504800,151200,,England,,4,2017,2020,UKBMS,51.250351,-0.49977054
"Smithwood Common, Cranleigh",TQ051411,505100,141100,,England,,3,2017,2019,UKBMS,,
Oaken Wood West,SU989338,498900,133800,,England,,4,2017,2020,UKBMS,51.09499,-0.58906089
Barossa and Poors Allotment,SU886632,488600,163200,,England,,4,2017,2020,UKBMS,51.360969,-0.72884692
Polesden Lacey East,TQ142519,514200,151900,,England,,4,2017,2020,UKBMS,51.254839,-0.36491716
Polesden Lacey West,TQ131519,513100,151900,,England,,3,2017,2019,UKBMS,51.255058,-0.38067318
Langley Vale Wood A,TQ212564,521200,156400,2815.0,England,12.0,3,2018,2020,UKBMS,51.293841,-0.26313186
"Stave Hill Ecology Park, Rotherhithe",TQ361798,536100,179800,1641.0,England,10.0,3,2018,2020,UKBMS,,
"Gatwick Airport, North West Zone",TQ256407,525600,140700,2455.0,England,8.0,2,2018,2019,UKBMS,,
"Denbies Hillside Secretaries, Dorking",TQ151501,515100,150100,1384.0,England,8.0,3,2018,2020,UKBMS,,
Hatchlands Park,TQ067519,506700,151900,3957.0,England,14.0,2,2018,2019,UKBMS,51.256291,-0.47234844
One Tree Hill and Brenchley Gardens,TQ354743,535400,174300,1810.0,England,11.0,3,2018,2020,UKBMS,51.451502,-0.052781048
"Oxted Downs, Whistlers Steep (2018 route)",TQ386543,538600,154300,1365.0,England,10.0,3,2018,2020,UKBMS,,
Streatham Common,TQ309708,530900,170800,1729.0,England,9.0,3,2018,2020,UKBMS,51.421106,-0.11879729
"Lloyd Park, Croydon",TQ340649,534000,164900,1500.0,England,6.0,3,2018,2020,UKBMS,,
"Gatwick Airport, Land East of the Railway",TQ293403,529300,140300,2431.0,England,10.0,2,2018,2019,UKBMS,,
Whitmoor Common,SU986535,498600,153500,2990.0,England,10.0,2,2018,2019,UKBMS,51.27213,-0.58794326
Ham Lands South,TQ166719,516600,171900,2752.0,England,13.0,3,2018,2020,UKBMS,51.434112,-0.3239966
Hankley Common North,SU887415,488700,141500,2923.0,England,9.0,3,2018,2020,UKBMS,51.165879,-0.73278628
Elstead Common,SU905420,490500,142000,3162.0,England,9.0,3,2018,2020,UKBMS,51.170092,-0.70692382
Coulsdon Common Merlewood Far,TQ326574,532600,157400,192.0,England,2.0,3,2018,2020,UKBMS,51.300289,-0.099354048
Bookham Common,TQ124565,512400,156500,2880.0,England,12.0,2,2019,2020,UKBMS,51.296543,-0.38925457
Hooley Meadows,TQ287569,528700,156900,1279.0,England,10.0,2,2019,2020,UKBMS,51.29669,-0.15544468
"Brockwell Park, Herne Hill",TQ316738,531600,173800,2597.0,England,10.0,2,2019,2020,UKBMS,,
Earlswood Common (2019 route),TQ270486,527000,148600,3084.0,England,10.0,1,2019,2019,UKBMS,51.222477,-0.18275848
Frensham Great Pond,SU845406,484500,140600,2500.0,England,10.0,2,2019,2020,UKBMS,51.158423,-0.79305148
Mare Hill Common,SU936401,493600,140100,2046.0,England,8.0,2,2019,2020,UKBMS,51.152513,-0.66308982
"Manor Park, Whyteleafe",TQ342571,534200,157100,1975.0,England,8.0,2,2019,2020,UKBMS,,
Belair Park,TQ327733,532700,173300,2200.0,England,9.0,2,2019,2020,UKBMS,51.443154,-0.09198936
"Burgess Park North, Walworth",TQ330777,533000,177700,2570.0,England,8.0,2,2019,2020,UKBMS,,
"Burgess Park South, Walworth",TQ332776,533200,177600,2149.0,England,7.0,2,2019,2020,UKBMS,,
"Hogsmill Nature Trail, Malden Manor",TQ207663,520700,166300,,England,,1,2020,2020,UKBMS,,
"Cannon Hill Common, Raynes Park",TQ238683,523800,168300,1800.0,England,10.0,1,2020,2020,UKBMS,,
Polesden Lacey Stony Rock,TQ124503,512400,150300,2352.0,England,11.0,1,2020,2020,UKBMS,51.240815,-0.39120174
"Dungeon Hill, Woodmansterne",TQ271592,527100,159200,2681.0,England,9.0,1,2020,2020,UKBMS,,
Dulwich Park,TQ334737,533400,173700,2115.0,England,8.0,1,2020,2020,UKBMS,51.446585,-0.081772583
West Norwood Cemetery,TQ323721,532300,172100,2617.0,England,10.0,1,2020,2020,UKBMS,51.432464,-0.098189469
"Barnes Common, The Orchard",TQ222756,522200,175600,448.0,England,3.0,1,2020,2020,UKBMS,,
"Leg O'Mutton Reservoir, Barnes",TQ217773,521700,177300,2037.0,England,7.0,1,2020,2020,UKBMS,,
Bushy Bank,SU583915,458300,191500,1010.0,England,7.0,5,2015,2019,UKBMS,51.619313,-1.1593101
Marlow Common North,SU824870,482400,187000,50.0,England,1.0,4,2015,2018,UKBMS,51.575853,-0.81233358
Yoesden,SU788981,478800,198100,,England,8.0,1,2015,2015,UKBMS,51.676151,-0.86177776
Yoesden 2016 route,SU788981,478800,198100,,England,11.0,5,2016,2020,UKBMS,51.676151,-0.86177776
Merton Wood,SP585178,458500,217800,,England,,1,2017,2017,UKBMS,51.855732,-1.1520088
River Windrush Valley,SP341111,434100,211100,,England,,3,2017,2019,UKBMS,51.797514,-1.5069254
Fobney Island,SU702710,470200,171000,,England,,4,2017,2020,UKBMS,51.433661,-0.9915315
"Windmill Farm, Clanfield",SP278013,427800,201300,,England,,2,2017,2018,UKBMS,,
Cock Marsh,SU882867,488200,186700,,England,,3,2017,2020,UKBMS,51.57228,-0.72873419
Incombe Hole,SP959157,495900,215700,1280.0,England,11.0,2,2018,2019,UKBMS,51.831691,-0.60969641
Lids Down,SU547849,454700,184900,1600.0,England,6.0,3,2018,2020,UKBMS,51.560336,-1.2123297
Thrupp Lake,SU519975,451900,197500,1630.0,England,6.0,3,2018,2020,UKBMS,51.673881,-1.2508546
Buckingham Railway Walk,SP692334,469200,233400,2237.0,England,9.0,3,2018,2020,UKBMS,51.994745,-0.99354183
Stoke Common,SU986853,498600,185300,4490.0,England,10.0,3,2018,2020,UKBMS,51.557975,-0.57910924
Abbey Fishponds LNR,SU512979,451200,197900,750.0,England,3.0,3,2018,2020,UKBMS,51.677541,-1.2609181
Whiteleaf Hill,SP821040,482100,204000,710.0,England,8.0,1,2018,2018,UKBMS,51.728715,-0.81267608
Gillotts Field,SU746813,474600,181300,2100.0,England,4.0,1,2019,2019,UKBMS,51.525696,-0.92607496
West Wycombe Hill,SU827950,482700,195000,1898.0,England,8.0,1,2019,2019,UKBMS,51.647724,-0.8061206
Hughenden Manor,SU860954,486000,195400,3450.0,England,8.0,1,2019,2019,UKBMS,51.650825,-0.75833876
Sallow Copse,SP971135,497100,213500,2400.0,England,9.0,1,2019,2019,UKBMS,51.81171,-0.59290371
"Bradfield, Mirams Copse",SU579728,457900,172800,,England,,1,2020,2020,UKBMS,,
Warwick Spinney,SU610920,461000,192000,,England,,1,2020,2020,UKBMS,51.623522,-1.1202292
Holly Copse,SU596701,459600,170100,2360.0,England,7.0,1,2020,2020,UKBMS,51.426782,-1.1441484
Wollaton LNR,SK527402,452700,340200,800.0,England,8.0,6,2015,2020,UKBMS,52.956593,-1.2169767
Ollerton Pit Wood,SK675675,467500,367500,4000.0,England,10.0,4,2015,2019,UKBMS,53.200301,-0.99098358
Bardon Hill Quarry 2,SK460131,446000,313100,,England,8.0,6,2015,2020,UKBMS,52.713612,-1.3205127
Donisthorpe Woodland Park,SK315140,431500,314000,,England,13.0,6,2015,2020,UKBMS,52.722738,-1.5350566
Great Glen,SP655975,465500,297500,,England,10.0,6,2015,2020,UKBMS,52.571388,-1.0349881
Croft Hill Nature Trail,SP513970,451300,297000,,England,10.0,5,2016,2020,UKBMS,52.568415,-1.244562
Sarah's Wood,SK313157,431300,315700,,England,9.0,5,2016,2020,UKBMS,52.738031,-1.5378562
Elton Guide Campsite,SK765401,476500,340100,940.0,England,10.0,5,2016,2020,UKBMS,52.952834,-0.86278758
Skylarks NR,SK625385,462500,338500,1600.0,England,5.0,3,2016,2019,UKBMS,52.940263,-1.0714444
Gedling Country Park,SK621443,462100,344300,1399.0,England,8.0,1,2016,2016,UKBMS,52.99244,-1.0762852
King's Meadow,SK558385,455800,338500,400.0,England,5.0,5,2016,2020,UKBMS,52.941,-1.1711286
Sandy Lane Open Space LNR Bramcote,SK515385,451500,338500,1300.0,England,1.0,3,2016,2018,UKBMS,52.941429,-1.2351072
Toyota UK Burnaston Pond,SK287303,428700,330300,825.0,England,1.0,5,2016,2020,UKBMS,52.869417,-1.5750868
Toyota UK Burnaston Meadow,SK289312,428900,331200,820.0,England,5.0,5,2016,2020,UKBMS,52.877497,-1.5720362
Toyota UK Burnaston Grid 1 to Buildings,SK288307,428800,330700,1565.0,England,8.0,5,2016,2020,UKBMS,52.873008,-1.5735661
Toyota UK Burnaston Grid 2 to Buildings,SK294307,429400,330700,802.0,England,6.0,5,2016,2020,UKBMS,52.872975,-1.5646522
Rowthorne Trail,SK480647,448000,364700,4550.0,England,4.0,5,2016,2020,UKBMS,53.177248,-1.2832876
Coton Park LNR,SK270180,427000,318000,1450.0,England,6.0,5,2016,2020,UKBMS,52.758937,-1.6013529
"Seal Brook Wood, Netherseal",SK264124,426400,312400,1916.0,England,8.0,3,2016,2018,UKBMS,,
"Lightwood, Buxton",SK054751,405400,375100,2260.0,England,8.0,5,2016,2020,UKBMS,,
Hilton Gravel Pits NR,SK247314,424700,331400,2276.0,England,10.0,5,2016,2020,UKBMS,52.879503,-1.6344249
"Gnathole Farm, Glossop",SK035926,403500,392600,990.0,England,9.0,5,2016,2020,UKBMS,,
"Greenhead, Baslow",SK258727,425800,372700,850.0,England,8.0,3,2016,2018,UKBMS,,
Hardwick Park - Section 11,SK456639,445600,363900,300.0,England,1.0,5,2016,2020,UKBMS,53.170268,-1.319307
Carr Vale 2,SK462695,446200,369500,1350.0,England,5.0,5,2016,2020,UKBMS,53.22055,-1.309524
Lawrence Field and Padley,SK256801,425600,380100,1300.0,England,7.0,4,2016,2019,UKBMS,53.317216,-1.6171885
Sherwood Forest NNR,SK622682,462200,368200,1804.0,England,6.0,4,2016,2019,UKBMS,53.207238,-1.0701764
Cotgrave Woods,SK646323,464600,332300,,England,,4,2017,2020,UKBMS,52.884289,-1.0414318
Newstead & Annesley CP,SK521530,452100,353000,,England,,1,2017,2017,UKBMS,53.071702,-1.2238462
Budby South Forest 2,SK618688,461800,368800,,England,,3,2017,2019,UKBMS,53.212677,-1.0760485
Sandy Banks LNR Bestwood,SK567451,456700,345100,,England,,4,2017,2020,UKBMS,53.000228,-1.1565842
Alexandra Plantation Bramcote Hills,SK514386,451400,338600,,England,,1,2017,2017,UKBMS,52.942337,-1.2365792
Nottingham City Hospital (Day Brook),SK567437,456700,343700,,England,,4,2017,2020,UKBMS,52.987645,-1.1568293
Shireoaks Pit Tip,SK561806,456100,380600,,England,,4,2017,2020,UKBMS,53.319364,-1.1593142
University Park Campus Nottingham,SK539380,453900,338000,,England,,4,2017,2020,UKBMS,52.9367,-1.1994809
Leen Cutting,SK557383,455700,338300,,England,,4,2017,2020,UKBMS,52.939213,-1.1726507
Brook Park Shirebrook,SK536667,453600,366700,2070.0,England,10.0,3,2017,2020,UKBMS,53.194691,-1.1991751
Broomfield College,SK385401,438500,340100,1839.0,England,10.0,4,2017,2020,UKBMS,52.956898,-1.4283503
Denby Footpaths 2,SK393465,439300,346500,1898.0,England,8.0,4,2017,2020,UKBMS,53.014368,-1.415667
Markham Vale North Seymour,SK450738,445000,373800,3570.0,England,9.0,4,2017,2020,UKBMS,53.259302,-1.3268891
Sunnydale Park Littleover,SK335331,433500,333100,1350.0,England,10.0,4,2017,2020,UKBMS,52.89431,-1.5034952
Bottom Moor Wood Matlock Moor,SK322626,432200,362600,1900.0,England,4.0,4,2017,2020,UKBMS,53.159559,-1.519884
Clowne Linear Park and Railway Line,SK498754,449800,375400,2200.0,England,10.0,4,2017,2020,UKBMS,53.273255,-1.2546913
Holmebrook Valley Park,SK355730,435500,373000,3220.0,England,8.0,4,2017,2020,UKBMS,53.25283,-1.4693797
Poolsbrook Country Park North,SK440741,444000,374100,3050.0,England,9.0,4,2017,2020,UKBMS,53.262082,-1.3418371
Poolsbrook Country Park South,SK435733,443500,373300,3480.0,England,10.0,4,2017,2020,UKBMS,53.254933,-1.3494413
Waingroves Woodland,SK413487,441300,348700,2785.0,England,6.0,1,2017,2017,UKBMS,53.033993,-1.3855772
Clover Close Meadows Elvaston,SK407323,440700,332300,2200.0,England,6.0,4,2017,2020,UKBMS,52.886624,-1.3965789
Codnor Park,SK441514,444100,351400,3962.0,England,8.0,1,2017,2017,UKBMS,53.058039,-1.3434575
Denby Pottery,SK391473,439100,347300,850.0,England,1.0,3,2017,2019,UKBMS,53.021574,-1.4185513
"Quaker House, Bamford",SK201829,420100,382900,2300.0,England,10.0,1,2017,2017,UKBMS,,
Redhill Quarry Middleton Top,SK274553,427400,355300,600.0,England,1.0,1,2017,2017,UKBMS,53.094209,-1.5922899
Manor Farm LNR Long Eaton,SK500345,450000,334500,1150.0,England,1.0,4,2017,2020,UKBMS,52.905616,-1.2580404
Nether North Grain Snake Pass,SK103925,410300,392500,1960.0,England,7.0,3,2017,2019,UKBMS,53.42919,-1.8464505
Old House Farm Upper Derwent Valley,SK177892,417700,389200,3143.0,England,8.0,3,2017,2019,UKBMS,53.399333,-1.7352652
Willesley Wood,SK333142,433300,314200,,England,10.0,3,2017,2019,UKBMS,52.724428,-1.5083871
