Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,latitude,longitude
,SJ3264,332000,364000,,Wales,10.0,5,2013,2017,WCBS,53.168752,-3.0186674
,SJ6513,365000,313000,,England,10.0,1,2013,2013,WCBS,52.713519,-2.5195303
,SJ6921,369000,321000,,England,10.0,6,2013,2020,WCBS,52.785678,-2.4610809
,SJ7983,379000,383000,,England,10.0,2,2013,2014,WCBS,53.343475,-2.31688
,SJ8487,384000,387000,,England,10.0,4,2013,2016,WCBS,53.379605,-2.2419853
,SK3942,439000,342000,,England,10.0,3,2013,2015,WCBS,52.973941,-1.4206797
,SK4872,448000,372000,,England,10.0,1,2013,2013,WCBS,53.242862,-1.2821923
,SK8487,484000,387000,,England,10.0,2,2013,2016,WCBS,53.373193,-0.73888882
,SN6831,268000,231000,,Wales,10.0,8,2013,2020,WCBS,51.961764,-3.9225843
,SO5092,350000,292000,,England,10.0,8,2013,2020,WCBS,52.523569,-2.7383687
,SO5941,359000,241000,,England,10.0,3,2013,2015,WCBS,52.065846,-2.5995035
,SO6554,365000,254000,,England,10.0,8,2013,2020,WCBS,52.18313,-2.5133239
,SO6575,365000,275000,,England,10.0,8,2013,2020,WCBS,52.371918,-2.5155109
,SO7125,371000,225000,,England,10.0,6,2013,2020,WCBS,51.922759,-2.4231
,SO8224,382000,224000,,England,10.0,6,2013,2020,WCBS,51.914235,-2.2630974
,SO8819,388000,219000,,England,10.0,8,2013,2020,WCBS,51.869444,-2.1756923
,SO8987,389000,287000,,England,10.0,1,2013,2013,WCBS,52.480811,-2.1633968
,SO9086,390000,286000,,England,10.0,2,2013,2014,WCBS,52.471841,-2.1486421
,SO9173,391000,273000,,England,10.0,1,2013,2013,WCBS,52.354988,-2.1335665
,SO9888,398000,288000,,England,10.0,3,2013,2016,WCBS,52.48991,-2.0308838
,SP0815,408000,215000,,England,10.0,8,2013,2020,WCBS,51.833556,-1.8853056
,SP1136,411000,236000,,England,10.0,3,2013,2015,WCBS,52.022312,-1.8411044
,SP1273,412000,273000,,England,10.0,6,2013,2018,WCBS,52.354935,-1.8252338
,SP1331,413000,231000,,England,10.0,6,2013,2020,WCBS,51.977316,-1.8121459
,SP1436,414000,236000,,England,10.0,2,2013,2014,WCBS,52.022245,-1.7973847
,SP2528,425000,228000,,England,10.0,3,2013,2015,WCBS,51.949936,-1.6376612
,SP5165,451000,265000,,England,10.0,6,2013,2019,WCBS,52.280786,-1.2538586
,SP5415,454000,215000,,England,10.0,8,2013,2020,WCBS,51.831012,-1.2177764
,SP6254,462000,254000,,England,10.0,5,2013,2020,WCBS,52.180777,-1.0946528
,SP7750,477000,250000,,England,10.0,2,2013,2014,WCBS,52.142935,-0.87622146
,SP8502,485000,202000,,England,10.0,1,2013,2013,WCBS,51.710305,-0.77118464
,SP8778,487000,278000,,England,10.0,8,2013,2020,WCBS,52.393119,-0.72291872
,SS4430,244000,130000,,England,10.0,1,2013,2013,WCBS,51.048108,-4.226915
,SS5395,253000,195000,,Wales,10.0,6,2013,2019,WCBS,51.634547,-4.1254731
,SS5487,254000,187000,,Wales,10.0,3,2013,2018,WCBS,51.562926,-4.1077022
,SS7390,273000,190000,,Wales,10.0,2,2013,2014,WCBS,51.594488,-3.834842
,SS8092,280000,192000,,Wales,10.0,2,2013,2014,WCBS,51.613999,-3.7345223
,ST2484,324000,184000,,Wales,10.0,1,2013,2013,WCBS,51.549751,-3.0974705
,ST3514,335000,114000,,England,10.0,7,2013,2020,WCBS,50.92178,-2.9261257
,ST4894,348000,194000,,Wales,10.0,5,2013,2019,WCBS,51.642384,-2.7528661
,ST6310,363000,110000,,England,10.0,5,2013,2019,WCBS,50.888293,-2.5273882
,ST6617,366000,117000,,England,10.0,3,2013,2015,WCBS,50.951422,-2.4853946
,ST7356,373000,156000,,England,10.0,4,2013,2019,WCBS,51.302476,-2.3886799
,ST7933,379000,133000,,England,10.0,4,2013,2020,WCBS,51.095918,-2.3012627
,ST8312,383000,112000,,England,10.0,8,2013,2020,WCBS,50.907216,-2.2431522
,ST9143,391000,143000,,England,10.0,1,2013,2013,WCBS,51.186155,-2.1301537
,SU0563,405000,163000,,England,10.0,1,2013,2013,WCBS,51.366042,-1.9295668
,SU0737,407000,137000,,England,10.0,7,2013,2019,WCBS,51.132234,-1.9013388
,SU1783,417000,183000,,England,10.0,1,2013,2013,WCBS,51.545642,-1.756244
,SU2206,422000,106000,,England,10.0,7,2013,2020,WCBS,50.853102,-1.6888376
,SU2370,423000,170000,,England,10.0,3,2013,2016,WCBS,51.428543,-1.6705646
,SU5405,454000,105000,,England,10.0,4,2013,2016,WCBS,50.842014,-1.2344241
,SU5554,455000,154000,,England,10.0,8,2013,2020,WCBS,51.282493,-1.2127883
,SU6086,460000,186000,,England,10.0,7,2013,2019,WCBS,51.569688,-1.135697
,SU7249,472000,149000,,England,10.0,8,2013,2020,WCBS,51.23565,-0.97008259
,SU7359,473000,159000,,England,10.0,2,2013,2014,WCBS,51.325426,-0.95372142
,SU7475,474000,175000,,England,10.0,1,2013,2013,WCBS,51.469138,-0.93604127
,SU7877,478000,177000,,England,10.0,7,2013,2019,WCBS,51.486581,-0.87802538
,SX2389,223000,89000,,England,10.0,2,2013,2014,WCBS,50.673683,-4.5063768
,SX4762,247000,62000,,England,10.0,2,2013,2014,WCBS,50.437855,-4.1558897
,SY9796,397000,96000,,England,10.0,3,2013,2017,WCBS,50.763582,-2.0439024
,SZ8698,486000,98000,,England,10.0,1,2013,2013,WCBS,50.775215,-0.78166573
,TA0749,507000,449000,,England,10.0,7,2013,2019,WCBS,53.926087,-0.37199996
,TA1944,519000,444000,,England,10.0,2,2013,2014,WCBS,53.878555,-0.1912907
,TF7041,570000,341000,,England,10.0,5,2013,2017,WCBS,52.939469,0.52830675
,TF8016,580000,316000,,England,10.0,8,2013,2020,WCBS,52.711721,0.66317407
,TG3201,632000,301000,,England,10.0,8,2013,2020,WCBS,52.557348,1.4210925
,TL0687,506000,287000,,England,10.0,6,2013,2019,WCBS,52.470654,-0.44095502
,TL1356,513000,256000,,England,10.0,2,2013,2014,WCBS,52.190673,-0.34835979
,TL1719,517000,219000,,England,10.0,6,2013,2020,WCBS,51.857332,-0.30250824
,TL1844,518000,244000,,England,10.0,5,2013,2020,WCBS,52.08179,-0.27941102
,TL1920,519000,220000,,England,10.0,1,2013,2013,WCBS,51.865897,-0.27313729
,TL3843,538000,243000,,England,10.0,3,2013,2015,WCBS,52.068185,0.011869202
,TL3911,539000,211000,,England,10.0,6,2013,2019,WCBS,51.780409,0.013538508
,TL4764,547000,264000,,England,10.0,1,2013,2013,WCBS,52.254539,0.15215781
,TL5373,553000,273000,,England,10.0,8,2013,2020,WCBS,52.333755,0.24407127
,TL5601,556000,201000,,England,10.0,1,2013,2013,WCBS,51.686091,0.25529724
,TL5756,557000,256000,,England,10.0,2,2013,2014,WCBS,52.179914,0.29482796
,TL6509,565000,209000,,England,10.0,1,2013,2013,WCBS,51.755387,0.38915913
,TM0683,606000,283000,,England,10.0,7,2013,2020,WCBS,52.406211,1.0270342
,TM0958,609000,258000,,England,10.0,1,2013,2013,WCBS,52.18064,1.055574
,TM2481,624000,281000,,England,10.0,8,2013,2020,WCBS,52.381195,1.2898659
,TQ0529,505000,129000,,England,10.0,2,2013,2014,WCBS,51.05076,-0.50337472
,TQ0819,508000,119000,,England,10.0,2,2013,2014,WCBS,50.960314,-0.46356336
,TQ2368,523000,168000,,England,10.0,1,2013,2013,WCBS,51.397709,-0.23332465
,TQ3319,533000,119000,,England,10.0,7,2013,2019,WCBS,50.955092,-0.10777699
,TQ4905,549000,105000,,England,10.0,7,2013,2020,WCBS,50.825373,0.11416216
,TQ5781,557000,181000,,England,10.0,1,2013,2013,WCBS,51.506127,0.2608088
,TR0138,601000,138000,,England,10.0,1,2013,2013,WCBS,51.106048,0.86982896
,SU9816,498000,116000,,England,,6,2014,2019,WCBS,50.935131,-0.60671222
,SO7416,374000,216000,,England,,6,2014,2020,WCBS,51.841992,-2.3787965
,SU6341,463000,141000,,England,,1,2014,2014,WCBS,51.164786,-1.1003785
,SO1429,314000,229000,,Wales,,4,2014,2019,WCBS,51.952816,-3.2528018
,NY4303,343000,503000,,England,,5,2014,2018,WCBS,54.41923,-2.8799135
,SP1409,414000,209000,,England,,1,2014,2014,WCBS,51.779493,-1.7984724
,TQ2425,524000,125000,,England,,1,2014,2014,WCBS,51.011024,-0.23380237
,SO9109,391000,209000,,England,,7,2014,2020,WCBS,51.779591,-2.1318575
,SE5734,457000,434000,,England,,4,2014,2020,WCBS,53.79919,-1.1360854
,TQ4700,547000,100000,,England,,1,2014,2014,WCBS,50.780951,0.083785891
,TM0871,608000,271000,,England,,7,2014,2020,WCBS,52.297727,1.0489637
,SK4215,442000,315000,,England,,7,2014,2020,WCBS,52.731016,-1.3794773
,SY5589,355000,89000,,England,,7,2014,2020,WCBS,50.698892,-2.6385357
,TL9926,599000,226000,,England,,1,2014,2014,WCBS,51.897003,0.89090605
,ND2167,321000,967000,,Scotland,,6,2014,2019,WCBS,58.583789,-3.3604236
,SK5346,453000,346000,,England,,6,2014,2019,WCBS,53.008696,-1.2115632
,NZ3091,430000,591000,,England,,2,2014,2016,WCBS,55.212338,-1.5300809
,TG2502,625000,302000,,England,,2,2014,2015,WCBS,52.56926,1.3186959
,TA0290,502000,490000,,England,,2,2014,2015,WCBS,54.295445,-0.43429381
,SK3640,436000,340000,,England,,1,2014,2014,WCBS,52.956172,-1.4655736
,TQ3126,531000,126000,,England,,2,2014,2015,WCBS,51.018462,-0.13371439
,TQ2480,524000,180000,,England,,3,2015,2020,WCBS,51.505338,-0.21475568
,TL1055,510000,255000,,England,,4,2014,2020,WCBS,52.182292,-0.39255144
,NT4705,347000,605000,,Scotland,,1,2014,2014,WCBS,55.336173,-2.8370664
,TF5904,559000,304000,,England,,6,2014,2019,WCBS,52.610507,0.34682366
,SU9651,496000,151000,,England,,7,2014,2020,WCBS,51.2501,-0.62587306
,ST7135,371000,135000,,England,,1,2014,2014,WCBS,51.113552,-2.4156633
,NY7482,374000,582000,,England,,2,2012,2016,WCBS,55.13168,-2.4093144
,H8871,100299,530392,,Northern Ireland,,2,2014,2015,WCBS,54.579614,-6.6398217
,TQ3378,533000,178000,,England,,5,2014,2019,WCBS,51.485321,-0.085908719
,SK3408,434000,308000,,England,,1,2014,2014,WCBS,52.668651,-1.4986617
,TQ4352,543000,152000,,England,,7,2014,2020,WCBS,51.249249,0.047567576
,SK3651,436000,351000,,England,,2,2014,2015,WCBS,53.055049,-1.4643516
,TL8934,589000,234000,,England,,5,2014,2020,WCBS,51.972325,0.75014053
,ST3841,338000,141000,,England,,1,2014,2014,WCBS,51.16487,-2.8880814
,SJ6206,362000,306000,,England,,2,2014,2015,WCBS,52.650392,-2.5631257
,TQ6106,561000,106000,,England,,3,2014,2018,WCBS,50.831149,0.28483995
,SP1643,416000,243000,,England,,7,2014,2020,WCBS,52.085125,-1.7679128
,NY7243,372000,543000,,England,,1,2014,2014,WCBS,54.781119,-2.4368602
,H3086,43742,550307,,Northern Ireland,,3,2014,2019,WCBS,54.721116,-7.5352008
,SO7126,371000,226000,,England,,7,2014,2020,WCBS,51.93175,-2.4231846
,TL0949,509000,249000,,England,,4,2014,2017,WCBS,52.128568,-0.40909492
,TL9701,597000,201000,,England,,1,2014,2014,WCBS,51.673217,0.84769613
,TM3495,634000,295000,,England,,6,2014,2019,WCBS,52.502652,1.4463172
,SZ5192,451000,92000,,England,,2,2014,2016,WCBS,50.725391,-1.2788282
,ST6564,365000,164000,,England,,1,2014,2014,WCBS,51.373969,-2.5042187
,TQ4375,543000,175000,,England,,2,2014,2015,WCBS,51.455926,0.056803367
,TQ6209,562000,109000,,England,,2,2014,2015,WCBS,50.857825,0.30035349
,D1743,135373,599676,,Northern Ireland,,3,2014,2016,WCBS,55.220174,-6.1623378
,ND2361,323000,961000,,Scotland,,5,2014,2019,WCBS,58.530277,-3.324002
,TM0596,605000,296000,,England,,3,2014,2016,WCBS,52.523294,1.0203388
,SK2659,426000,359000,,England,,6,2014,2019,WCBS,53.127537,-1.6128972
,J0690,119865,547795,,Northern Ireland,,4,2014,2017,WCBS,54.746774,-6.35469
,TQ2768,527000,168000,,England,,1,2014,2014,WCBS,51.396829,-0.17585745
,SO8708,387000,208000,,England,,4,2014,2018,WCBS,51.770521,-2.1897995
,TL9859,598000,259000,,England,,6,2014,2020,WCBS,52.193673,0.89549192
,NN2578,225000,778000,,Scotland,,6,2014,2020,WCBS,56.860334,-4.8720356
,TG4414,644000,314000,,England,,1,2014,2014,WCBS,52.668742,1.6073333
,SU0805,408000,105000,,England,,4,2014,2017,WCBS,50.844469,-1.887742
,SE0298,402000,498000,,England,,4,2014,2020,WCBS,54.377497,-1.9707161
,NY4709,347000,509000,,England,,2,2014,2018,WCBS,54.473579,-2.8193542
,SD7950,379000,450000,,England,,1,2014,2014,WCBS,53.945675,-2.3214303
,SS2010,220000,110000,,England,,4,2014,2017,WCBS,50.86142,-4.5590691
,ST7703,377000,103000,,England,,6,2014,2020,WCBS,50.826077,-2.3279168
,SH5860,258000,360000,,Wales,,1,2014,2014,WCBS,53.118215,-4.1232435
,NY4702,347000,502000,,England,,6,2014,2020,WCBS,54.410677,-2.8180992
,SX3073,230000,73000,,England,,6,2014,2020,WCBS,50.532012,-4.400075
,SP5994,459000,294000,,England,,1,2014,2014,WCBS,52.54067,-1.1315034
,SP8359,483000,259000,,England,,4,2014,2018,WCBS,52.222963,-0.78636448
,SH5861,258000,361000,,Wales,,1,2014,2014,WCBS,53.127198,-4.1236865
,TM3568,635000,268000,,England,,4,2014,2017,WCBS,52.25993,1.4421077
,SY0894,308000,94000,,England,,5,2014,2018,WCBS,50.738298,-3.3051378
,SU9270,492000,170000,,England,,1,2014,2014,WCBS,51.421556,-0.67826721
,TQ3279,532000,179000,,England,,7,2014,2020,WCBS,51.494541,-0.099928709
,SU7334,473000,134000,,England,,6,2014,2020,WCBS,51.100666,-0.95880198
,TQ3693,536000,193000,,England,,3,2014,2017,WCBS,51.6194,-0.036934643
,SK3851,438000,351000,,England,,2,2014,2015,WCBS,53.054911,-1.4345143
,ND3269,332000,969000,,Scotland,,6,2014,2019,WCBS,58.60361,-3.1718859
,TM3150,631000,250000,,England,,6,2014,2019,WCBS,52.100076,1.3713557
,SU7108,471000,108000,,England,,7,2014,2020,WCBS,50.867154,-0.99243276
,NN1562,215000,762000,,Scotland,,2,2014,2015,WCBS,56.712922,-5.0242237
,SP7572,475000,272000,,England,,4,2014,2020,WCBS,52.340961,-0.90056584
,SU1301,413000,101000,,England,,5,2014,2020,WCBS,50.80841,-1.8168662
,SD6278,362000,478000,,England,,6,2014,2019,WCBS,54.19634,-2.5839423
,TL3071,530000,271000,,England,,1,2014,2014,WCBS,52.321711,-0.094038719
,SE6041,460000,441000,,England,,2,2014,2016,WCBS,53.861761,-1.089181
,NT4704,347000,604000,,Scotland,,1,2014,2014,WCBS,55.327189,-2.836877
,SY8982,389000,82000,,England,,7,2014,2020,WCBS,50.637587,-2.1569114
,TQ4774,547000,174000,,England,,5,2014,2020,WCBS,51.445917,0.11391854
,SU5112,451000,112000,,England,,1,2014,2014,WCBS,50.905227,-1.2760543
,SP2502,425000,202000,,England,,1,2014,2014,WCBS,51.716176,-1.639531
,TL2111,521000,211000,,England,,2,2014,2016,WCBS,51.784586,-0.24724762
,SZ2892,428000,92000,,England,,4,2014,2020,WCBS,50.726951,-1.6046663
,NR2741,127000,641000,,Scotland,,7,2014,2020,WCBS,55.585884,-6.3339851
,TM0048,600000,248000,,England,,7,2014,2020,WCBS,52.094186,0.9182447
,SE1976,419000,476000,,England,,1,2014,2014,WCBS,54.179434,-1.710395
,TL8566,585000,266000,,England,,7,2014,2020,WCBS,52.261047,0.7093549
,TQ1829,518000,129000,,England,,1,2014,2014,WCBS,51.048239,-0.31798871
,NY6622,366000,522000,,England,,2,2014,2015,WCBS,54.592036,-2.5276878
,TM3183,631000,283000,,England,,7,2014,2020,WCBS,52.396239,1.3939038
,TF5212,552000,312000,,England,,5,2015,2020,WCBS,52.684371,0.24721169
,NY8708,387000,508000,,England,,4,2015,2018,WCBS,54.467202,-2.2020796
,ST6418,364000,118000,,England,,3,2015,2020,WCBS,50.960292,-2.5139645
,TF0036,500000,336000,,England,,1,2015,2015,WCBS,52.91213,-0.5143788
,TL0704,507000,204000,,England,,5,2015,2019,WCBS,51.724521,-0.45227472
,TA3520,535000,420000,,England,,1,2015,2015,WCBS,53.659069,0.041447694
,TM4162,641000,262000,,England,,1,2015,2015,WCBS,52.203496,1.5255765
,SW6616,166000,16000,,England,,3,2013,2015,WCBS,49.998134,-5.2665223
,SE2147,421000,447000,,England,,4,2015,2018,WCBS,53.918721,-1.6817494
,SU8737,487000,137000,,England,,2,2015,2016,WCBS,51.125685,-0.75817956
,TL9577,595000,277000,,England,,1,2015,2015,WCBS,52.356365,0.86205777
,TF0586,505000,386000,,England,,2,2015,2017,WCBS,53.360457,-0.42369466
,SE6655,466000,455000,,England,,1,2015,2015,WCBS,53.986844,-0.99494845
,NX4151,241000,551000,,Scotland,,5,2015,2019,WCBS,54.828526,-4.476764
,TM0378,603000,278000,,England,,1,2015,2015,WCBS,52.362442,0.97996936
,NH1910,219000,810000,,Scotland,,1,2015,2015,WCBS,57.145107,-4.9932861
,SN9711,297000,211000,,Wales,,1,2015,2015,WCBS,51.788143,-3.4947115
,SU6307,463000,107000,,England,,6,2015,2020,WCBS,50.859088,-1.1062719
,NZ6321,463000,521000,,England,,3,2015,2017,WCBS,54.58029,-1.0268168
,ST1099,310000,199000,,Wales,,1,2015,2015,WCBS,51.682523,-3.3031849
,SO1000,310000,200000,,Wales,,1,2015,2015,WCBS,51.691512,-3.3034431
,TQ3559,535000,159000,,England,,5,2015,2020,WCBS,51.314104,-0.064344096
,TA0095,500000,495000,,England,,6,2015,2020,WCBS,54.34076,-0.463338
,NY2341,323000,541000,,England,,4,2015,2018,WCBS,54.758014,-3.1980423
,SE8683,486000,483000,,England,,6,2015,2020,WCBS,54.235491,-0.68205927
,SK7504,475000,304000,,England,,2,2015,2016,WCBS,52.628586,-0.8933724
,SD8322,383000,422000,,England,,2,2015,2016,WCBS,53.694163,-2.2589319
,WV5748,384220,-79813,,Channel Isles,,2,2015,2016,WCBS,49.182151,-2.217841
,TF9913,599000,313000,,England,,1,2015,2015,WCBS,52.678142,0.94224114
,SU2932,429000,132000,,England,,1,2013,2013,WCBS,51.086588,-1.5873331
,SU2037,420000,137000,,England,,1,2015,2015,WCBS,51.13193,-1.7155519
,TF5918,559000,318000,,England,,5,2015,2020,WCBS,52.736256,0.35357436
,TF7030,570000,330000,,England,,4,2015,2020,WCBS,52.840683,0.52256248
,TQ5226,552000,126000,,England,,4,2015,2018,WCBS,51.013299,0.16546859
,TQ2654,526000,154000,,England,,6,2015,2020,WCBS,51.27123,-0.19517181
,TM2975,629000,275000,,England,,4,2015,2019,WCBS,52.325282,1.3591075
,SE9932,499000,432000,,England,,1,2015,2015,WCBS,53.774935,-0.49925649
,TQ5523,555000,123000,,England,,2,2015,2016,WCBS,50.985542,0.20692199
,TF9808,598000,308000,,England,,1,2015,2015,WCBS,52.633618,0.92447051
,SY9582,395000,82000,,England,,1,2014,2014,WCBS,50.63767,-2.0720661
,SJ3476,334000,376000,,England,,1,2015,2015,WCBS,53.276854,-2.9912423
,SY6769,367000,69000,,England,,1,2013,2013,WCBS,50.519848,-2.4668461
,TQ4256,542000,156000,,England,,1,2014,2014,WCBS,51.285444,0.034836154
,TL2333,523000,233000,,England,,2,2015,2016,WCBS,51.981854,-0.21043384
,SH4364,243000,364000,,Wales,,3,2015,2018,WCBS,53.149934,-4.3491401
,SP6367,463000,267000,,England,,3,2015,2019,WCBS,52.297523,-1.0776106
,TQ8677,586000,177000,,England,,1,2015,2015,WCBS,51.461408,0.67611031
,SK5964,459000,364000,,England,,1,2015,2015,WCBS,53.169853,-1.1188556
,SN9730,297000,230000,,Wales,,1,2015,2015,WCBS,51.958912,-3.5003862
,SP0381,403000,281000,,England,,5,2014,2018,WCBS,52.426977,-1.9573073
,TQ1354,513000,154000,,England,,6,2015,2020,WCBS,51.273954,-0.38144266
,SE7862,478000,462000,,England,,4,2015,2020,WCBS,54.048074,-0.81018786
,TM0697,606000,297000,,England,,2,2015,2016,WCBS,52.531894,1.0356761
,SP2513,425000,213000,,England,,1,2015,2015,WCBS,51.815076,-1.638743
,SW7220,172000,20000,,England,,3,2013,2015,WCBS,50.036379,-5.1853147
,TR1357,613000,157000,,England,,2,2015,2020,WCBS,51.272324,1.0522505
,NY5970,359000,570000,,England,,5,2015,2020,WCBS,55.022837,-2.642824
,TL1232,512000,232000,,England,,3,2015,2020,WCBS,51.975191,-0.37085505
,SP7843,478000,243000,,England,,6,2015,2020,WCBS,52.079874,-0.86321283
,TQ8577,585000,177000,,England,,3,2015,2020,WCBS,51.461735,0.66173188
,J3243,141771,498735,,Northern Ireland,,1,2015,2015,WCBS,54.318685,-5.9722325
,SY9985,399000,85000,,England,,3,2015,2017,WCBS,50.66467,-2.0155115
,TR0317,603000,117000,,England,,4,2015,2019,WCBS,50.916748,0.88661963
,SP1735,417000,235000,,England,,1,2015,2015,WCBS,52.013171,-1.7537144
,SU8975,489000,175000,,England,,1,2015,2015,WCBS,51.466981,-0.72014503
,TM2147,621000,247000,,England,,6,2015,2020,WCBS,52.077229,1.2236612
,SU0551,405000,151000,,England,,1,2015,2015,WCBS,51.258142,-1.9297312
,SD8282,382000,482000,,England,,2,2015,2016,WCBS,54.233385,-2.2776401
,TQ2611,526000,111000,,England,,1,2013,2013,WCBS,50.884759,-0.2101475
,SU4929,449000,129000,,England,,1,2013,2013,WCBS,51.058257,-1.3022091
,SU3834,438000,134000,,England,,1,2013,2013,WCBS,51.104047,-1.4586322
,SY6768,367000,68000,,England,,1,2013,2013,WCBS,50.510855,-2.4667573
,TQ4752,547000,152000,,England,,6,2015,2020,WCBS,51.248233,0.10483997
,SO9064,390000,264000,,England,,4,2015,2018,WCBS,52.274058,-2.1479784
,TQ1144,511000,144000,,England,,6,2015,2020,WCBS,51.184462,-0.41319671
,SY6598,365000,98000,,England,,4,2015,2020,WCBS,50.780512,-2.4978061
,TF1704,517000,304000,,England,,1,2015,2015,WCBS,52.621169,-0.27310926
,TF9811,598000,311000,,England,,1,2015,2015,WCBS,52.660552,0.92626917
,NU2404,424000,604000,,England,,5,2015,2019,WCBS,55.329476,-1.6232675
,TR2740,627000,140000,,England,,2,2015,2016,WCBS,51.114307,1.2418861
,SY1394,313000,94000,,England,,6,2015,2020,WCBS,50.73907,-3.2342986
,SU7765,477000,165000,,England,,1,2013,2013,WCBS,51.37884,-0.89502976
,SY6868,368000,68000,,England,,1,2013,2013,WCBS,50.510911,-2.4526548
,TQ4257,542000,157000,,England,,1,2014,2014,WCBS,51.29443,0.035233465
,NZ1212,412000,512000,,England,,1,2014,2014,WCBS,54.503179,-1.8162069
,SP5633,456000,233000,,England,,1,2014,2014,WCBS,51.992635,-1.1858359
,SX8670,286000,70000,,England,,1,2015,2015,WCBS,50.51865,-3.6094051
,SX6671,266000,71000,,England,,6,2015,2020,WCBS,50.523398,-3.8917267
,NR7232,172000,632000,,Scotland,,1,2015,2015,WCBS,55.528322,-5.6141767
,TG1908,619000,308000,,England,,6,2015,2020,WCBS,52.625559,1.2342816
,TL8843,588000,243000,,England,,5,2015,2019,WCBS,52.053488,0.74053671
,SZ0690,406000,90000,,England,,6,2015,2020,WCBS,50.709605,-1.9163887
,SD6027,360000,427000,,England,,1,2015,2015,WCBS,53.737841,-2.6078859
,ST7912,379000,112000,,England,,5,2015,2020,WCBS,50.907084,-2.3000412
,SD9431,394000,431000,,England,,1,2015,2015,WCBS,53.7753,-2.0925218
,TR2856,628000,156000,,England,,6,2015,2020,WCBS,51.257548,1.2662956
,TQ5312,553000,112000,,England,,2,2015,2016,WCBS,50.887233,0.17383517
,H5351,63693,513434,,Northern Ireland,,1,2014,2014,WCBS,54.404841,-7.1846146
,ST7306,373000,106000,,England,,6,2015,2020,WCBS,50.85288,-2.3849287
,SK7041,470000,341000,,England,,5,2015,2019,WCBS,52.961809,-0.95932405
,TR0118,601000,118000,,England,,4,2015,2019,WCBS,50.926429,0.85875525
,NG3534,135000,834000,,Scotland,,5,2015,2020,WCBS,57.319322,-6.4033693
,ST1678,316000,178000,,Wales,,2,2015,2016,WCBS,51.494679,-3.2113881
,NY8063,380000,563000,,England,,6,2015,2020,WCBS,54.961227,-2.3138751
,SN6456,264000,256000,,Wales,,1,2015,2015,WCBS,52.185429,-3.9907354
,NY9505,395000,505000,,England,,1,2015,2015,WCBS,54.440384,-2.0786003
,TQ2752,527000,152000,,England,,1,2014,2014,WCBS,51.253034,-0.18155401
,ST8975,389000,175000,,England,,6,2013,2020,WCBS,51.473853,-2.1597682
,TL3515,535000,215000,,England,,6,2015,2020,WCBS,51.81733,-0.042852506
,SO7072,370000,272000,,England,,1,2015,2015,WCBS,52.345246,-2.4418033
,SP7447,474000,247000,,England,,5,2016,2020,WCBS,52.116378,-0.92070328
,SU9377,493000,177000,,England,,1,2016,2016,WCBS,51.484317,-0.66205162
,SE9256,492000,456000,,England,,1,2016,2016,WCBS,53.99186,-0.59824307
,SK1787,417000,387000,,England,,1,2016,2016,WCBS,53.379581,-1.7459104
,SU8960,489000,160000,,England,,1,2016,2016,WCBS,51.33214,-0.7239025
,NY8583,385000,583000,,England,,3,2016,2020,WCBS,55.141124,-2.2368494
,TL0192,501000,292000,,England,,2,2016,2017,WCBS,52.516536,-0.51301975
,TQ6013,560000,113000,,England,,4,2016,2020,WCBS,50.894323,0.27371008
,SU9267,492000,167000,,England,,5,2016,2020,WCBS,51.394588,-0.67904445
,SE7768,477000,468000,,England,,4,2016,2019,WCBS,54.102138,-0.8239347
,SK5052,450000,352000,,England,,4,2016,2019,WCBS,53.062914,-1.2553413
,SU7604,476000,104000,,England,,3,2016,2020,WCBS,50.830556,-0.92222276
,SD5976,359000,476000,,England,,1,2016,2016,WCBS,54.178135,-2.6296485
,NY0516,305000,516000,,England,,5,2016,2020,WCBS,54.530336,-3.4695289
,SJ2980,329000,380000,,England,,5,2016,2020,WCBS,53.312156,-3.0671079
,TQ0943,509000,143000,,England,,4,2016,2019,WCBS,51.175858,-0.44210421
,SP0709,407000,209000,,England,,5,2016,2020,WCBS,51.779623,-1.8999371
,TL5357,553000,257000,,England,,5,2016,2020,WCBS,52.19002,0.23682468
,SS8878,288000,178000,,Wales,,3,2016,2018,WCBS,51.48982,-3.6145694
,NZ1849,418000,549000,,England,,2,2016,2019,WCBS,54.835505,-1.7212906
,TF8039,580000,339000,,England,,5,2016,2020,WCBS,52.918253,0.67583513
,SJ7351,373000,351000,,England,,4,2016,2019,WCBS,53.055566,-2.4042798
,SY7799,377000,99000,,England,,5,2016,2020,WCBS,50.790107,-2.3276649
,TQ1247,512000,147000,,England,,5,2016,2020,WCBS,51.211232,-0.3979597
