Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
1088,"Bushfield Camp","SU470275",447000,127500,,"England",,3,2001,2005,"UKBMS"
1089,"Hamble Common","SU48400610",448400,106100,1995,"England",6,20,2001,2020,"UKBMS"
1090,"Itchen Valley Country Park 3 Copses","SU460160",446000,116000,,"England",8,16,2003,2018,"UKBMS"
1091,"Peartree Green","SU43701150",443700,111500,1500,"England",8,7,2003,2013,"UKBMS"
1092,"Titchfield Haven 2","SU53300240",453300,102400,,"England",6,2,2001,2002,"UKBMS"
1093,"Broughton Down 2","SU290320",429000,132000,2720,"England",13,15,2004,2018,"UKBMS"
1094,"Catherington Lith","SU70401380",470400,113800,1980,"England",10,15,2000,2017,"UKBMS"
1095,"Dell Piece West","SU70101250",470100,112500,500,"England",7,14,2002,2017,"UKBMS"
1096,"Hazleton Common","SU70201230",470200,112300,,"England",10,3,2000,2003,"UKBMS"
1098,"Windmill Hill, Chalton","SU71201760",471200,117600,3280,"England",7,16,2003,2020,"UKBMS"
1099,"Parsonage Field","SU69501440",469500,114400,100,"England",1,16,2003,2020,"UKBMS"
1100,"Gait Barrows NNR (Warden's)","SD48307740",348300,477400,1900,"England",5,22,1982,2003,"UKBMS"
1101,"Heald Brow NT","SD46807390",346800,473900,2600,"England",10,24,1996,2020,"UKBMS"
1102,"Heathwaite NT","SD44807680",344800,476800,3500,"England",7,28,1993,2020,"UKBMS"
1103,"Helsington Barrows NT","SD48909040",348900,490400,2600,"England",15,24,1996,2020,"UKBMS"
1104,"Hutton Roof (CWT)","SD54507740",354500,477400,2300,"England",16,8,1995,2003,"UKBMS"
1105,"Hutton Roof (Dalton Crag FC)","SD56507770",356500,477700,2400,"England",7,11,1996,2008,"UKBMS"
1106,"Hutton Roof Common","SD560780",356000,478000,4600,"England",8,17,2000,2018,"UKBMS"
1107,"Jack Scout NT","SD45907360",345900,473600,1150,"England",11,26,1994,2019,"UKBMS"
1108,"Latterbarrow CWT","SD43908280",343900,482800,1100,"England",6,23,1996,2020,"UKBMS"
1110,"Trowbarrow Quarry LNR","SD480758",348000,475800,2031,"England",14,14,1996,2009,"UKBMS"
1111,"Warton Crag LNR","SD49407270",349400,472700,3181,"England",15,28,1989,2018,"UKBMS"
1112,"Warton Crag LWT","SD49307340",349300,473400,5400,"England",15,18,1992,2010,"UKBMS"
1113,"Warton Crag RSPB","SD48807310",348800,473100,2800,"England",7,30,1990,2019,"UKBMS"
1114,"Whitbarrow - Howe Ridding pNNR","SD43508750",343500,487500,1410,"England",15,25,1996,2020,"UKBMS"
1116,"Witherslack Woods LNR","SD43508650",343500,486500,3800,"England",15,23,1985,2010,"UKBMS"
1117,"Whitbarrow NNR  - Wakebarrow","SD450870",345000,487000,3505,"England",15,21,1996,2020,"UKBMS"
1118,"Whitbarrow NNR - Farrer's Allotment","SD45408560",345400,485600,4100,"England",15,23,1996,2019,"UKBMS"
1119,"Whitbarrow NNR - Hervey CWT","SD440870",344000,487000,4000,"England",11,23,1995,2020,"UKBMS"
1120,"Lambhowe Plantation North","SD41609150",341600,491500,2450,"England",11,5,1996,2002,"UKBMS"
1121,"Ainsdale NNR","SD28501050",328500,410500,,"England",7,18,1980,1997,"UKBMS"
1122,"Arnside Knott NT","SD45507640",345500,476400,4700,"England",12,28,1991,2019,"UKBMS"
1123,"Barkbooth Lot (CWT)","SD41509060",341500,490600,1460,"England",10,20,1993,2020,"UKBMS"
1124,"Brigsteer Park Wood (NT)","SD48708800",348700,488000,3000,"England",6,24,1992,2019,"UKBMS"
1125,"Dick Fell","SD47307970",347300,479700,1295,"England",7,22,1996,2019,"UKBMS"
1126,"Eaves Wood NT","SD46407630",346400,476300,4500,"England",11,29,1991,2019,"UKBMS"
1127,"Flash Bank Wood NT","SD48808810",348800,488100,950,"England",5,23,1992,2019,"UKBMS"
1129,"Seaforth Nature Reserve","SJ31909700",331900,397000,1300,"England",1,9,1990,2001,"UKBMS"
1130,"Heysham Local Nature Reserve","SD40506000",340500,460000,,"England",10,8,1988,1998,"UKBMS"
1131,"Teddy Heights (old)","SD47407910",347400,479100,,"England",7,2,1998,1999,"UKBMS"
1132,"Clints Quarry","NY00801230",300800,512300,1205,"England",,8,2011,2018,"UKBMS"
1134,"Waitby Greenriggs","NY760085",376000,508500,,"England",14,13,1998,2020,"UKBMS"
1135,"Campfield Marsh","NY20506020",320500,560200,1810,"England",,4,1997,2001,"UKBMS"
1136,"Martin Mere","SD42201450",342200,414500,3600,"England",6,18,1995,2012,"UKBMS"
1138,"Mere Sands Wood New","SD44701570",344700,415700,1905,"England",8,4,2004,2007,"UKBMS"
1139,"Radbrook, Downham","SD78104300",378100,443000,2570,"England",14,2,2002,2003,"UKBMS"
1140,"Brant Whetland","SD33709370",333700,493700,295,"England",4,13,2001,2019,"UKBMS"
1141,"Field of Dreams","SD47507500",347500,475000,1030,"England",9,19,2002,2020,"UKBMS"
1142,"Holme Park Fell","SD54107910",354100,479100,3315,"England",10,19,2002,2020,"UKBMS"
1143,"Yealand Hall Allotment","SD490764",349000,476400,4000,"England",14,19,2002,2020,"UKBMS"
1144,"Holme Park Quarry Reserve","SD53707830",353700,478300,1092,"England",11,15,2003,2017,"UKBMS"
1145,"Coldwell Parrock","SD480778",348000,477800,955,"England",3,19,2002,2020,"UKBMS"
1146,"Lancelot Clark Storth","SD54607720",354600,477200,2285,"England",15,24,1995,2019,"UKBMS"
1147,"Gait Barrows NNR (Warden's)","SD48307740",348300,477400,1900,"England",15,28,1993,2020,"UKBMS"
1148,"Lambhowe Plantation North","SD41109160",341100,491600,1360,"England",8,3,2003,2005,"UKBMS"
1149,"Teddy Heights","SD47407910",347400,479100,2200,"England",6,18,1998,2019,"UKBMS"
1150,"Beetham Fell","SD48707930",348700,479300,3190,"England",12,13,2005,2018,"UKBMS"
1151,"Burton Fell","SD54507780",354500,477800,2290,"England",10,17,2002,2020,"UKBMS"
1153,"Dobshall Wood","SD450780",345000,478000,1095,"England",7,14,2006,2020,"UKBMS"
1155,"North Walney NNR","SD170723",317000,472300,4000,"England",12,3,2007,2010,"UKBMS"
1156,"Foulshaw Moss","SD460860",346000,486000,2700,"England",5,2,2006,2007,"UKBMS"
1157,"Witherslack Hall Woods","SD43508680",343500,486800,2233,"England",10,12,2007,2018,"UKBMS"
1158,"Marble Quarry","SD498788",349800,478800,2005,"England",6,1,2008,2008,"UKBMS"
1159,"Meathop Moss","SD447821",344700,482100,1980,"England",8,10,2008,2017,"UKBMS"
1161,"Seven Acres","SD737094",373700,409400,2959,"England",10,8,2009,2019,"UKBMS"
1162,"Hampsfield Allotment","SD398807",339800,480700,2010,"England",5,3,2009,2011,"UKBMS"
1163,"Trowbarrow Quarry - New (2010)","SD480758",348000,475800,2092,"England",12,11,2010,2020,"UKBMS"
1164,"Middlebarrow Wood","SD464769",346400,476900,2890,"England",13,11,2010,2020,"UKBMS"
1165,"Burton Fell Extension","SD543777",354300,477700,400,"England",2,3,2010,2012,"UKBMS"
1166,"Warton Crag LWT2","SD491731",349100,473100,4020,"England",15,7,2011,2018,"UKBMS"
1167,"Thack Beck","NY506307",350600,530700,,"England",8,1,2012,2012,"UKBMS"
1168,"Ainsdale Sand Dunes NNR","SD288106",328800,410600,5325,"England",13,8,2013,2020,"UKBMS"
1169,"Myers Allotment Two","SD474750",347400,475000,850,"England",10,8,2013,2020,"UKBMS"
1171,"Hartsop Dodd","NY413115",341300,511500,,"England",,7,2013,2019,"UKBMS"
1172,"Wartbarrow SSSI","SD390767",339000,476700,2200,"England",10,2,2014,2015,"UKBMS"
1173,"South Walney Nature Reserve","SD225620",322500,462000,2962,"England",7,7,2014,2020,"UKBMS"
1174,"Smardale Gill Extension","NY734081",373400,508100,1000,"England",2,7,2014,2020,"UKBMS"
1175,"Hampsfell 2","SD404804",340400,480400,2615,"England",10,6,2014,2019,"UKBMS"
1176,"Halecat","SD434835",343400,483500,,"England",12,7,2014,2020,"UKBMS"
1179,"Heysham Nature Reserve","SD406600",340600,460000,1000,"England",10,5,2015,2019,"UKBMS"
1181,"Marble Quarry 2","SD499779",349900,477900,2384,"England",10,1,2015,2015,"UKBMS"
1183,"Nob End SSSI","SD749063",374900,406300,1251,"England",10,3,2016,2018,"UKBMS"
1184,"Crosby Coastguard Station","SD298008",329800,400800,,"England",,4,2017,2020,"UKBMS"
1185,"Brockholes NR","SD587307",358700,430700,,"England",,3,2017,2019,"UKBMS"
1186,"Brockholes NR 2","SD586308",358600,430800,,"England",,3,2017,2019,"UKBMS"
1187,"Dove Stone East","SE019037",401900,403700,,"England",,3,2017,2019,"UKBMS"
1188,"Dove Stone West","SE019047",401900,404700,,"England",,3,2017,2019,"UKBMS"
1189,"Meathop Moss 2","SD443820",344300,482000,1900,"England",8,2,2018,2019,"UKBMS"
1190,"St Annes LNR","SD310306",331000,430600,2080,"England",14,3,2018,2020,"UKBMS"
1191,"Coldwell Meadows","SD348478",334800,447800,2730,"England",11,1,2019,2019,"UKBMS"
1192,"Middlebarrow Wood section 14","SD464769",346400,476900,,"England",1,1,2019,2019,"UKBMS"
1193,"Ainsdale NNR specific species","SD302112",330200,411200,1320,"England",4,2,2019,2020,"UKBMS"
1194,"Brockholes NR 3","SD582303",358200,430300,2308,"England",15,1,2019,2019,"UKBMS"
1200,"Barton Hills","TL08602960",508600,229600,2700,"England",8,13,1987,2000,"UKBMS"
1201,"Blows Downs West","TL03402170",503400,221700,3900,"England",,2,1995,1996,"UKBMS"
1202,"Blows Downs North","TL03402110",503400,221100,2900,"England",,3,1995,1997,"UKBMS"
1203,"Blows Downs, Old walk","TL030215",503000,221500,6800,"England",,1,1994,1994,"UKBMS"
1204,"Bradgers Hill","TL09702440",509700,224400,1900,"England",,4,1995,2000,"UKBMS"
1205,"Coronation Pit","TL03304340",503300,243400,,"England",,3,1995,1997,"UKBMS"
1206,"Dallow Downs, Winsdon Hill","TL07802110",507800,221100,,"England",,2,1999,2000,"UKBMS"
1207,"Dallow Downs, Runley Woods","TL07302150",507300,221500,,"England",,2,1999,2000,"UKBMS"
1208,"Dunstable Downs","TL00602050",500600,220500,2000,"England",9,17,1993,2020,"UKBMS"
1209,"Hill Rise","TL04605100",504600,251000,400,"England",1,15,1994,2011,"UKBMS"
1210,"Priory Country Park","TL07504930",507500,249300,2000,"England",5,23,1993,2020,"UKBMS"
1211,"Sundon New Chalk Quarry","TL04102710",504100,227100,5400,"England",,5,1995,2003,"UKBMS"
1212,"Sundon Old Quarry","TL03902810",503900,228100,2600,"England",,2,1995,1996,"UKBMS"
1213,"Totternhoe Old Chalk Quarry","SP98502250",498500,222500,2450,"England",9,22,1993,2016,"UKBMS"
1214,"Galley & Warden Hills","TL090263",509000,226300,6000,"England",14,6,1995,2000,"UKBMS"
1215,"Harlington Road","TL04602880",504600,228800,300,"England",,2,2001,2002,"UKBMS"
1220,"Sharpenhoe Clappers","TL06703030",506700,230300,2300,"England",11,29,1989,2020,"UKBMS"
1221,"Whipsnade Downs","TL01201820",501200,218200,2500,"England",11,26,1987,2016,"UKBMS"
1222,"Totternhoe Knolls","SP97902200",497900,222000,1800,"England",10,19,1987,2005,"UKBMS"
1223,"Foster Hill Cemetery","TL04905120",504900,251200,,"England",,1,2003,2003,"UKBMS"
1224,"Old Warden Tunnel","TL110440",511000,244000,1188,"England",8,15,2006,2020,"UKBMS"
1226,"Bedford Old Cemetery","TL050512",505000,251200,1940,"England",5,6,2006,2011,"UKBMS"
1227,"Totternhoe Old Chalk Quarry SSSI Section 10","SP980225",498000,222500,400,"England",1,4,2006,2015,"UKBMS"
1229,"Knocking hoe","TL131307",513100,230700,1508,"England",8,6,2013,2020,"UKBMS"
1230,"Whipsnade SSSI","SP998179",499800,217900,2000,"England",9,7,2013,2019,"UKBMS"
1231,"Ring Haw","TL053973",505300,297300,2325,"England",6,7,2014,2020,"UKBMS"
1232,"Mowsbury Hillfort","TL065532",506500,253200,1200,"England",9,7,2014,2020,"UKBMS"
1233,"Sulby Gardens with Sulby Covert","SP662818",466200,281800,1840,"England",7,1,2015,2015,"UKBMS"
1234,"Whitestones Twywell Hills & Dales","SP939775",493900,277500,1362,"England",10,4,2016,2019,"UKBMS"
1235,"Bucknell Woods","SP658448",465800,244800,1000,"England",10,5,2016,2020,"UKBMS"
1236,"Sulby Gardens and environs","SP661818",466100,281800,2000,"England",10,5,2016,2020,"UKBMS"
1237,"Bradgers Hill","TL095245",509500,224500,1700,"England",8,4,2016,2020,"UKBMS"
1238,"Harrold Odell Country Park","SP956566",495600,256600,,"England",,4,2017,2020,"UKBMS"
1239,"Wellingborough","SP903674",490300,267400,,"England",,3,2017,2019,"UKBMS"
1240,"Nene Wetlands Nature Reserve","SP939679",493900,267900,3410,"England",4,2,2018,2019,"UKBMS"
1243,"Salcey Forest North","SP809520",480900,252000,3000,"England",10,1,2020,2020,"UKBMS"
1244,"Salcey Forest South","SP805505",480500,250500,2560,"England",10,1,2020,2020,"UKBMS"
1300,"Holtspur Bank LNR","SU91609030",491600,190300,2000,"England",,3,1995,1997,"UKBMS"
1301,"Grendon & Doddershall Woods","SP700210",470000,221000,3800,"England",13,26,1995,2020,"UKBMS"
1302,"Homefield Wood","SU81308670",481300,186700,1109,"England",,7,1993,2000,"UKBMS"
1303,"Black Boy Field","SP78202150",478200,221500,,"England",,5,1996,2000,"UKBMS"
1304,"Little Wittenham Nature Reserve","SU56809250",456800,192500,4900,"England",15,12,1989,2014,"UKBMS"
1305,"College Lake","SP93501390",493500,213900,2450,"England",6,20,2001,2020,"UKBMS"
1306,"Aston Clinton Ragpits","SP88801080",488800,210800,900,"England",2,25,1996,2020,"UKBMS"
1307,"Finemere Wood","SP72102160",472100,221600,2820,"England",8,27,1994,2020,"UKBMS"
1308,"Pitstone Fen","SP93701410",493700,214100,1800,"England",,3,1990,1996,"UKBMS"
1309,"Coombe Hill","SP84700670",484700,206700,650,"England",4,26,1994,2020,"UKBMS"
1310,"Little Wittenham, Hill Farm","SU56209230",456200,192300,3445,"England",10,22,1996,2020,"UKBMS"
1311,"Bowdown (Baynes/Bomb Site)","SU50806500",450800,165000,1750,"England",8,34,1986,2020,"UKBMS"
1312,"Aston Upthorpe Downs","SU54508370",454500,183700,3500,"England",8,28,1993,2020,"UKBMS"
1313,"Blue Lagoon","SP86803270",486800,232700,1695,"England",14,5,1996,2000,"UKBMS"
1314,"Howbery Park","SU61509000",461500,190000,1000,"England",1,25,1995,2019,"UKBMS"
1315,"M40 Compensation Area","SP62901020",462900,210200,1620,"England",7,30,1991,2020,"UKBMS"
1316,"Burnham Beeches (Old walk)","SU95408500",495400,185000,5500,"England",15,3,1989,1991,"UKBMS"
1317,"Burnham Beeches (New walk)","SU95408500",495400,185000,7100,"England",15,28,1992,2020,"UKBMS"
1318,"Crong","SP90400880",490400,208800,1035,"England",2,19,2001,2020,"UKBMS"
1319,"Moor Copse Nature Reserve","SU63707410",463700,174100,1800,"England",5,20,2001,2020,"UKBMS"
1320,"Carmel College Marsh","SU610874",461000,187400,1400,"England",8,19,1995,2014,"UKBMS"
1321,"Lardon Chase","SU58708090",458700,180900,1000,"England",6,24,1997,2020,"UKBMS"
1323,"Dancersend","SP900095",490000,209500,2800,"England",14,20,2001,2020,"UKBMS"
1324,"Foundation Park","SU85707950",485700,179500,1635,"England",10,4,2003,2006,"UKBMS"
1325,"Carrinton's New Farm","SU88409000",488400,190000,2580,"England",10,18,2003,2020,"UKBMS"
1326,"Prestwood Picnic Site","SU86709920",486700,199200,500,"England",4,1,2003,2003,"UKBMS"
1327,"Kindersley Centre Sheepdrove","SU35208180",435200,181800,2000,"England",10,1,2003,2003,"UKBMS"
1328,"Brush Hill, Princes Risborough","SP82100340",482100,203400,1320,"England",10,15,2004,2020,"UKBMS"
1329,"College Lake New 2003","SP93501390",493500,213900,1250,"England",5,20,2001,2020,"UKBMS"
1330,"Howe Park Wood","SP83303440",483300,234400,2021,"England",11,1,2002,2002,"UKBMS"
1331,"Linford Wood","SP850401",485000,240100,2038,"England",10,1,2002,2002,"UKBMS"
1332,"Monkstone & Oakgrove Park","SP87803850",487800,238500,2010,"England",11,1,2002,2002,"UKBMS"
1333,"Rushbeds Wood","SP650155",465000,215500,,"England",9,1,2002,2002,"UKBMS"
1334,"Stonepits Park","SP84604200",484600,242000,2005,"England",12,1,2002,2002,"UKBMS"
1335,"Hosehill LNR","SU64906970",464900,169700,1685,"England",15,13,2005,2019,"UKBMS"
1336,"Ardley Quarry","SP53602730",453600,227300,957,"England",4,18,2003,2020,"UKBMS"
1337,"Butler's Hangings","SU81809590",481800,195900,1015,"England",6,7,2003,2009,"UKBMS"
1339,"Hartslock","SU61807950",461800,179500,1405,"England",7,18,2003,2020,"UKBMS"
1340,"Severn Barrows","SU32908280",432900,182800,650,"England",4,18,2003,2020,"UKBMS"
1341,"Hazeley Wood North Bucks Way and Oakhill Wood","SP81303650",481300,236500,2118,"England",7,1,2002,2002,"UKBMS"
1342,"Shenley Wood","SP82503610",482500,236100,2044,"England",9,1,2002,2002,"UKBMS"
1343,"Decoy Heath","SU61506350",461500,163500,1100,"England",8,19,2002,2020,"UKBMS"
1344,"Hurley","SU81208210",481200,182100,984,"England",6,19,2002,2020,"UKBMS"
1345,"Loddon","SU78507580",478500,175800,1592,"England",5,13,2002,2016,"UKBMS"
1346,"Wildmoor Heath","SU84306300",484300,163000,4426,"England",10,22,1998,2020,"UKBMS"
1347,"Arrowhead","SU65407080",465400,170800,1195,"England",12,4,2005,2008,"UKBMS"
1348,"Car Park Pit","SU67207050",467200,170500,988,"England",12,5,2005,2009,"UKBMS"
1349,"Brill Common","SP64801410",464800,214100,3000,"England",10,15,2003,2020,"UKBMS"
1351,"Prestwood Nature","SU86609910",486600,199100,5020,"England",15,15,2006,2020,"UKBMS"
1352,"Greenham Common","SU49506480",449500,164800,3220,"England",9,1,2007,2007,"UKBMS"
1353,"Padworth Common","SU620647",462000,164700,2534,"England",11,5,2007,2011,"UKBMS"
1354,"Holtspur Bottom Reserve","SU91709040",491700,190400,1125,"England",9,14,2007,2020,"UKBMS"
1355,"Calvert Jubilee","SP68202520",468200,225200,1900,"England",7,13,2007,2019,"UKBMS"
1356,"Chinnor Hill","SP76600020",476600,200200,2343,"England",7,11,2005,2015,"UKBMS"
1357,"Homefield Wood","SU81207860",481200,186700,1000,"England",11,14,2007,2020,"UKBMS"
1358,"Oakley Hill","SU75809950",475800,199500,,"England",6,16,2005,2020,"UKBMS"
1359,"Moor Copse Extension","SU640735",464000,173500,,"England",6,1,2007,2007,"UKBMS"
1360,"Shepperlands Farm","SU770640",477000,164000,,"England",4,3,2006,2008,"UKBMS"
1361,"Warburg 1 (central)","SU71908800",471900,188000,1700,"England",6,23,1998,2020,"UKBMS"
1362,"Watts Bank","SU32907720",432900,177200,376,"England",3,15,2006,2020,"UKBMS"
1363,"White Horse Hill","SU29308650",429300,186500,,"England",12,3,2007,2009,"UKBMS"
1366,"New Greenham Park Small Blue transect","SU500645",450000,164500,1200,"England",1,6,2008,2016,"UKBMS"
1367,"Waterperry Wood 2","SP605092",460500,209200,1800,"England",6,3,2008,2010,"UKBMS"
1368,"Hartslock Extension","SU620793",462000,179300,560,"England",2,13,2008,2020,"UKBMS"
1369,"Moor Copse Extension","SU638737",463800,173700,1625,"England",8,13,2008,2020,"UKBMS"
1370,"Rushbeds Wood","SP672154",467200,215400,2856,"England",8,14,2007,2020,"UKBMS"
1371,"Sydlings Copse","SP553094",455300,209400,1345,"England",5,13,2008,2020,"UKBMS"
1372,"Greenham Common 2","SU495648",449500,164800,3220,"England",9,11,2008,2019,"UKBMS"
1373,"Sands Bank","SU833933",483300,193300,950,"England",5,10,2006,2020,"UKBMS"
1374,"Chiltern Woodland Burial Park","SU967900",496700,190000,,"England",10,8,2009,2016,"UKBMS"
1375,"Ewelme Watercress Beds LNR","SU640917",464000,191700,850,"England",15,12,2009,2020,"UKBMS"
1376,"Thatcham Lakes and Reedbeds","SU506670",450600,167000,3850,"England",10,8,2009,2017,"UKBMS"
1377,"Dancers End Extension","SP896096",489600,209600,820,"England",3,17,2004,2020,"UKBMS"
1378,"Little Linford Wood","SP831453",483100,245300,2650,"England",6,12,2009,2020,"UKBMS"
1379,"Hook Norton","SP360322",436000,232200,345,"England",2,12,2009,2020,"UKBMS"
1380,"Glyme Valley","SP334260",433400,226000,646,"England",2,12,2009,2020,"UKBMS"
1381,"Hughenden","SU856958",485600,195800,,"England",9,3,2009,2011,"UKBMS"
1382,"Paizes Wood","SU586638",458600,163800,2630,"England",12,10,2010,2020,"UKBMS"
1383,"Chilswell Valley","SP502038",450200,203800,2800,"England",10,10,2009,2020,"UKBMS"
1384,"Barton Fields Transect C","SU507972",450700,197200,1945,"England",11,8,2011,2019,"UKBMS"
1385,"Radley Transect D","SU516971",451600,197100,2371,"England",10,8,2011,2019,"UKBMS"
1386,"Gomms Wood","SU895931",489500,193100,1175,"England",7,3,2011,2013,"UKBMS"
1387,"Maidenhead Thicket","SU849812",484900,181200,2550,"England",8,6,2012,2019,"UKBMS"
1388,"Fobney","SU702711",470200,171100,2500,"England",5,5,2012,2016,"UKBMS"
1389,"Sheepdrove","SU358817",435800,181700,1340,"England",7,9,2012,2020,"UKBMS"
1390,"Wallingford Castle Meadows","SU610898",461000,189800,,"England",,6,2013,2020,"UKBMS"
1391,"Crowmarsh Riverside Meadows","SU611892",461100,189200,,"England",,8,2013,2020,"UKBMS"
1392,"Mowbray Fields","SU522887",452200,188700,670,"England",9,5,2013,2020,"UKBMS"
1393,"Pyle Hill","SU483650",448300,165000,1577,"England",10,3,2013,2015,"UKBMS"
1394,"Crookham","SU522643",452200,164300,1418,"England",11,4,2013,2016,"UKBMS"
1395,"Cliveden","SU912853",491200,185300,1900,"England",8,4,2014,2017,"UKBMS"
1396,"Bacombe Hill","SP861072",486100,207200,2639,"England",9,7,2014,2020,"UKBMS"
